,d,d_rock,diff_settle l/s,diff_settle s/l,settlement [mm],station,x-sect_x,x-sect_y,x_station,y_station
5,46.0,21.3,10144.588083723538,9.857472691320486e-05,-3.54744576561584,106+425,2612891.9413422844,1268108.1654751133,2612905,1268116
6,46.0,21.3,12499.02434769432,8.000624466216587e-05,-3.947476988926669,106+425,2612896.1722281897,1268110.8299834088,2612905,1268116
7,46.0,21.3,19130.83786705852,5.227162589265914e-05,-4.208835118389965,106+425,2612900.403114095,1268113.4944917045,2612905,1268116
8,46.0,21.3,54999.6360409222,1.8181938499664888e-05,-4.299744810888289,106+425,2612904.634,1268116.159,2612905,1268116
9,46.0,21.3,54999.6360409222,1.8181938499664888e-05,-4.208835118389965,106+425,2612908.8648859053,1268118.8235082955,2612905,1268116
10,46.0,21.3,19130.83786705852,5.227162589265914e-05,-3.947476988926669,106+425,2612913.0957718105,1268121.4880165912,2612905,1268116
11,46.0,21.3,12499.02434769432,8.000624466216587e-05,-3.54744576561584,106+425,2612917.3266577157,1268124.1525248867,2612905,1268116
12,46.0,21.3,10144.588083723538,9.857472691320486e-05,-3.0545721310498153,106+425,2612921.557543621,1268126.8170331824,2612905,1268116
13,46.0,21.3,9355.603111259956,0.00010688781771818088,-2.520133042458911,106+425,2612925.788429526,1268129.4815414778,2612905,1268116
14,46.0,21.3,9471.069126377002,0.0001055847008037342,-1.9922095384402398,106+425,2612930.0193154314,1268132.1460497733,2612905,1268116
15,46.0,21.3,10347.164240899885,9.66448368575457e-05,-1.5089853541525113,106+425,2612934.2502013366,1268134.810558069,2612905,1268116
16,46.0,21.3,12082.091557540632,8.276712647288983e-05,-1.0951497217880621,106+425,2612938.481087242,1268137.4750663645,2612905,1268116
0,46.4,21.3,,,-1.1170817525392915,106+428,2612872.4410407217,1268092.2166477363,2612906,1268114
1,46.4,21.3,12048.578478381663,8.299734294749082e-05,-1.5320684672767457,106+428,2612876.6650356315,1268094.8920667693,2612906,1268114
2,46.4,21.3,10363.00018845723,9.649715157911938e-05,-2.0145542251723425,106+428,2612880.8890305413,1268097.5674858023,2612906,1268114
3,46.4,21.3,9520.646171626136,0.00010503488754578923,-2.5397286629012887,106+428,2612885.113025451,1268100.2429048351,2612906,1268114
4,46.4,21.3,9433.552014363779,0.00010600460976707112,-3.0697517117366444,106+428,2612889.337020361,1268102.9183238682,2612906,1268114
5,46.4,21.3,10254.316173724861,9.751991093880537e-05,-3.557351266430671,106+428,2612893.5610152707,1268105.5937429012,2612906,1268114
6,46.4,21.3,12657.560712283977,7.900416381408422e-05,-3.9523720855010924,106+428,2612897.7850101804,1268108.2691619343,2612906,1268114
7,46.4,21.3,19397.345768531395,5.1553445091560673e-05,-4.210139310958896,106+428,2612902.00900509,1268110.944580967,2612906,1268114
8,46.4,21.3,55800.14624035141,1.792109998587886e-05,-4.29974481088829,106+428,2612906.233,1268113.62,2612906,1268114
9,46.4,21.3,55800.14624035141,1.792109998587886e-05,-4.210139310958896,106+428,2612910.45699491,1268116.2954190332,2612906,1268114
10,46.4,21.3,19397.345768531395,5.1553445091560673e-05,-3.9523720855010924,106+428,2612914.6809898196,1268118.970838066,2612906,1268114
11,46.4,21.3,12657.560712283977,7.900416381408422e-05,-3.557351266430671,106+428,2612918.9049847294,1268121.646257099,2612906,1268114
12,46.4,21.3,10254.316173724861,9.751991093880537e-05,-3.0697517117366444,106+428,2612923.128979639,1268124.321676132,2612906,1268114
13,46.4,21.3,9433.552014363779,0.00010600460976707112,-2.5397286629012887,106+428,2612927.352974549,1268126.997095165,2612906,1268114
14,46.4,21.3,9520.646171626136,0.00010503488754578923,-2.0145542251723425,106+428,2612931.5769694587,1268129.6725141979,2612906,1268114
15,46.4,21.3,10363.00018845723,9.649715157911938e-05,-1.5320684672767457,106+428,2612935.8009643685,1268132.347933231,2612906,1268114
16,46.4,21.3,12048.578478381663,8.299734294749082e-05,-1.1170817525392915,106+428,2612940.0249592783,1268135.023352264,2612906,1268114
0,46.4,21.3,,,-1.1179397604098706,106+431,2612874.1036246344,1268089.592002729,2612908,1268111
1,46.4,21.3,12047.334199653844,8.300591512010458e-05,-1.5329693360103935,106+431,2612878.320421555,1268092.2787523877,2612908,1268111
2,46.4,21.3,10363.658265262446,9.649102415426628e-05,-2.0154244567817248,106+431,2612882.5372184757,1268094.9655020467,2612908,1268111
3,46.4,21.3,9522.611931437305,0.00010501320511641012,-2.5404904823637757,106+431,2612886.7540153963,1268097.6522517055,2612908,1268111
4,46.4,21.3,9436.623869278472,0.00010597010263973363,-3.0703409955624434,106+431,2612890.970812317,1268100.3390013643,2612908,1268111
5,46.4,21.3,10258.632898148808,9.747887558979249e-05,-3.557735373511406,106+431,2612895.1876092376,1268103.0257510233,2612908,1268111
6,46.4,21.3,12663.79423418155,7.89652754544009e-05,-3.9525617507834103,106+431,2612899.4044061587,1268105.712500682,2612908,1268111
7,46.4,21.3,19407.82321887568,5.152561360036601e-05,-4.21018981878524,106+431,2612903.6212030794,1268108.399250341,2612908,1268111
8,46.4,21.3,55831.61678186054,1.7910998420609876e-05,-4.29974481088829,106+431,2612907.838,1268111.086,2612908,1268111
9,46.4,21.3,55831.61678186054,1.7910998420609876e-05,-4.21018981878524,106+431,2612912.0547969206,1268113.7727496587,2612908,1268111
10,46.4,21.3,19407.82321887568,5.152561360036601e-05,-3.9525617507834103,106+431,2612916.2715938413,1268116.4594993177,2612908,1268111
11,46.4,21.3,12663.79423418155,7.89652754544009e-05,-3.557735373511406,106+431,2612920.4883907624,1268119.1462489765,2612908,1268111
12,46.4,21.3,10258.632898148808,9.747887558979249e-05,-3.0703409955624434,106+431,2612924.705187683,1268121.8329986355,2612908,1268111
13,46.4,21.3,9436.623869278472,0.00010597010263973363,-2.5404904823637757,106+431,2612928.9219846036,1268124.5197482943,2612908,1268111
14,46.4,21.3,9522.611931437305,0.00010501320511641012,-2.0154244567817248,106+431,2612933.1387815243,1268127.206497953,2612908,1268111
15,46.4,21.3,10363.658265262446,9.649102415426628e-05,-1.5329693360103935,106+431,2612937.355578445,1268129.893247612,2612908,1268111
16,46.4,21.3,12047.334199653844,8.300591512010458e-05,-1.1179397604098706,106+431,2612941.5723753655,1268132.5799972708,2612908,1268111
0,45.9,21.3,,,-1.0929712775791625,106+434,2612875.7673801384,1268086.9809885458,2612909,1268109
1,45.9,21.3,12085.602423671346,8.274308263205481e-05,-1.5066866907394365,106+434,2612879.977707621,1268089.6778649776,2612909,1268109
2,45.9,21.3,10345.695796516055,9.665855440450445e-05,-1.9899794627619587,106+434,2612884.188035104,1268092.3747414094,2612909,1268109
3,45.9,21.3,9466.215369040114,0.00010563883886168134,-2.5181736570703652,106+434,2612888.3983625863,1268095.071617841,2612909,1268109
4,45.9,21.3,9347.920474792372,0.00010697566402031368,-3.053051977171934,106+434,2612892.608690069,1268097.7684942728,2612909,1268109
5,45.9,21.3,10133.752965580921,9.868012407609293e-05,-3.5464525975523986,106+434,2612896.819017552,1268100.4653707047,2612909,1268109
6,45.9,21.3,12483.360637437132,8.010663386596694e-05,-3.946985766882233,106+434,2612901.0293450346,1268103.1622471365,2612909,1268109
7,45.9,21.3,19104.502498744936,5.234368181352509e-05,-4.208704175949858,106+434,2612905.2396725174,1268105.859123568,2612909,1268109
8,45.9,21.3,54920.530852859585,1.8208126987686106e-05,-4.299744810888289,106+434,2612909.45,1268108.5559999999,2612909,1268109
9,45.9,21.3,54920.530852859585,1.8208126987686106e-05,-4.208704175949858,106+434,2612913.660327483,1268111.2528764317,2612909,1268109
10,45.9,21.3,19104.502498744936,5.234368181352509e-05,-3.946985766882233,106+434,2612917.8706549658,1268113.9497528633,2612909,1268109
11,45.9,21.3,12483.360637437132,8.010663386596694e-05,-3.5464525975523986,106+434,2612922.0809824485,1268116.646629295,2612909,1268109
12,45.9,21.3,10133.752965580921,9.868012407609293e-05,-3.053051977171934,106+434,2612926.2913099313,1268119.343505727,2612909,1268109
13,45.9,21.3,9347.920474792372,0.00010697566402031368,-2.5181736570703652,106+434,2612930.501637414,1268122.0403821587,2612909,1268109
14,45.9,21.3,9466.215369040114,0.00010563883886168134,-1.9899794627619587,106+434,2612934.7119648964,1268124.7372585903,2612909,1268109
15,45.9,21.3,10345.695796516055,9.665855440450445e-05,-1.5066866907394365,106+434,2612938.922292379,1268127.434135022,2612909,1268109
16,45.9,21.3,12085.602423671346,8.274308263205481e-05,-1.0929712775791625,106+434,2612943.132619862,1268130.131011454,2612909,1268109
0,46.8,21.4,,,-1.1401065998214668,106+437,2612877.4434049176,1268084.364668118,2612911,1268106
1,46.8,21.4,12016.886226924003,8.321623265097459e-05,-1.5561877630763397,106+437,2612881.646479303,1268087.0728346033,2612911,1268106
2,46.8,21.4,10381.65075149677,9.632379512052314e-05,-2.037806738678955,106+437,2612885.8495536884,1268089.7810010887,2612911,1268106
3,46.8,21.4,9574.08167445569,0.00010444865983001471,-2.5600500378290287,106+437,2612890.0526280734,1268092.4891675739,2612911,1268106
4,46.8,21.4,9516.577167875805,0.000105079797322046,-3.0854490244392587,106+437,2612894.255702459,1268095.197334059,2612911,1268106
5,46.8,21.4,10370.795797055596,9.642461577383608e-05,-3.5675721033084393,106+437,2612898.458776844,1268097.9055005442,2612911,1268106
6,46.8,21.4,12825.676635662307,7.796859599745872e-05,-3.9574150832957327,106+437,2612902.6618512296,1268100.6136670297,2612911,1268106
7,46.8,21.4,19679.882387263202,5.081331180348918e-05,-4.211481642313179,106+437,2612906.8649256146,1268103.3218335148,2612911,1268106
8,46.8,21.4,56648.77072416726,1.7652633715022244e-05,-4.29974481088829,106+437,2612911.068,1268106.03,2612911,1268106
9,46.8,21.4,56648.77072416726,1.7652633715022244e-05,-4.211481642313179,106+437,2612915.2710743854,1268108.7381664852,2612911,1268106
10,46.8,21.4,19679.882387263202,5.081331180348918e-05,-3.9574150832957327,106+437,2612919.4741487703,1268111.4463329704,2612911,1268106
11,46.8,21.4,12825.676635662307,7.796859599745872e-05,-3.5675721033084393,106+437,2612923.6772231557,1268114.1544994558,2612911,1268106
12,46.8,21.4,10370.795797055596,9.642461577383608e-05,-3.0854490244392587,106+437,2612927.880297541,1268116.862665941,2612911,1268106
13,46.8,21.4,9516.577167875805,0.000105079797322046,-2.5600500378290287,106+437,2612932.0833719266,1268119.5708324262,2612911,1268106
14,46.8,21.4,9574.08167445569,0.00010444865983001471,-2.037806738678955,106+437,2612936.2864463115,1268122.2789989114,2612911,1268106
15,46.8,21.4,10381.65075149677,9.632379512052314e-05,-1.5561877630763397,106+437,2612940.489520697,1268124.9871653968,2612911,1268106
16,46.8,21.4,12016.886226924003,8.321623265097459e-05,-1.1401065998214668,106+437,2612944.6925950823,1268127.695331882,2612911,1268106
0,46.4,21.4,,,-1.120742063342044,106+440,2612879.1205712454,1268081.7619192605,2612913,1268104
1,46.4,21.4,12043.30482551333,8.303368672372505e-05,-1.5359104969606692,106+440,2612883.31712484,1268084.480179353,2612913,1268104
2,46.4,21.4,10365.827625840402,9.647083051112629e-05,-2.0182646495163006,106+440,2612887.5136784343,1268087.1984394453,2612913,1268104
3,46.4,21.4,9529.045967803451,0.00010494229993000138,-2.5429761491663077,106+440,2612891.7102320283,1268089.9166995378,2612913,1268104
4,46.4,21.4,9446.668547233521,0.00010585742423373712,-3.072263270334993,106+440,2612895.9067856227,1268092.6349596302,2612913,1268104
5,46.4,21.4,10272.744309995378,9.734497129720247e-05,-3.5589881268210055,106+440,2612900.103339217,1268095.3532197226,2612913,1268104
6,46.4,21.4,12684.169951009395,7.883842646876715e-05,-3.9531802591648413,106+440,2612904.2998928116,1268098.071479815,2612913,1268104
7,46.4,21.4,19442.07046454679,5.143485112984909e-05,-4.210354514814087,106+440,2612908.4964464055,1268100.7897399075,2612913,1268104
8,46.4,21.4,55934.483043321896,1.7878059214840487e-05,-4.299744810888289,106+440,2612912.693,1268103.508,2612913,1268104
9,46.4,21.4,55934.483043321896,1.7878059214840487e-05,-4.210354514814087,106+440,2612916.8895535944,1268106.2262600923,2612913,1268104
10,46.4,21.4,19442.07046454679,5.143485112984909e-05,-3.9531802591648413,106+440,2612921.0861071884,1268108.9445201848,2612913,1268104
11,46.4,21.4,12684.169951009395,7.883842646876715e-05,-3.5589881268210055,106+440,2612925.282660783,1268111.6627802772,2612913,1268104
12,46.4,21.4,10272.744309995378,9.734497129720247e-05,-3.072263270334993,106+440,2612929.4792143772,1268114.3810403696,2612913,1268104
13,46.4,21.4,9446.668547233521,0.00010585742423373712,-2.5429761491663077,106+440,2612933.6757679717,1268117.099300462,2612913,1268104
14,46.4,21.4,9529.045967803451,0.00010494229993000138,-2.0182646495163006,106+440,2612937.8723215656,1268119.8175605545,2612913,1268104
15,46.4,21.4,10365.827625840402,9.647083051112629e-05,-1.5359104969606692,106+440,2612942.06887516,1268122.535820647,2612913,1268104
16,46.4,21.4,12043.30482551333,8.303368672372505e-05,-1.120742063342044,106+440,2612946.2654287545,1268125.2540807393,2612913,1268104
0,46.4,21.4,,,-1.1215997498471615,106+443,2612880.820106596,1268079.138475413,2612914,1268101
1,46.4,21.4,12042.082109751536,8.304211770738648e-05,-1.5368103383840936,106+443,2612885.0080932714,1268081.8699159864,2612914,1268101
2,46.4,21.4,10366.49771568586,9.646459464191748e-05,-2.019133311593681,106+443,2612889.196079947,1268084.6013565597,2612914,1268101
3,46.4,21.4,9531.01940831957,0.00010492057115392149,-2.5437361673632886,106+443,2612893.3840666227,1268087.3327971331,2612914,1268101
4,46.4,21.4,9449.74649289512,0.00010582294464215091,-3.0728508905740433,106+443,2612897.572053298,1268090.0642377066,2612914,1268101
5,46.4,21.4,10277.067224654655,9.730402440114461e-05,-3.559371012579766,106+443,2612901.7600399735,1268092.7956782798,2612914,1268101
6,46.4,21.4,12690.411357533,7.879965210161625e-05,-3.9533692730878474,106+443,2612905.948026649,1268095.5271188533,2612914,1268101
7,46.4,21.4,19452.560715584328,5.140711367623979e-05,-4.210404841469046,106+443,2612910.1360133244,1268098.2585594265,2612914,1268101
8,46.4,21.4,55965.991845560384,1.7867993883848716e-05,-4.29974481088829,106+443,2612914.324,1268100.99,2612914,1268101
9,46.4,21.4,55965.991845560384,1.7867993883848716e-05,-4.210404841469046,106+443,2612918.5119866757,1268103.7214405735,2612914,1268101
10,46.4,21.4,19452.560715584328,5.140711367623979e-05,-3.9533692730878474,106+443,2612922.699973351,1268106.4528811467,2612914,1268101
11,46.4,21.4,12690.411357533,7.879965210161625e-05,-3.559371012579766,106+443,2612926.8879600265,1268109.1843217202,2612914,1268101
12,46.4,21.4,10277.067224654655,9.730402440114461e-05,-3.0728508905740433,106+443,2612931.075946702,1268111.9157622934,2612914,1268101
13,46.4,21.4,9449.74649289512,0.00010582294464215091,-2.5437361673632886,106+443,2612935.2639333773,1268114.6472028669,2612914,1268101
14,46.4,21.4,9531.01940831957,0.00010492057115392149,-2.019133311593681,106+443,2612939.451920053,1268117.3786434403,2612914,1268101
15,46.4,21.4,10366.49771568586,9.646459464191748e-05,-1.5368103383840936,106+443,2612943.6399067286,1268120.1100840135,2612914,1268101
16,46.4,21.4,12042.082109751536,8.304211770738648e-05,-1.1215997498471615,106+443,2612947.827893404,1268122.841524587,2612914,1268101
0,46.8,21.4,,,-1.1405060212095806,106+446,2612882.52184812,1268076.5295773512,2612916,1268098
1,46.8,21.4,12016.36718230888,8.321982715976355e-05,-1.5566051570083985,106+446,2612886.7019921048,1268079.2730051824,2612916,1268098
2,46.8,21.4,10381.992320837273,9.632062605102691e-05,-2.038208287263533,106+446,2612890.8821360897,1268082.0164330134,2612916,1268098
3,46.8,21.4,9575.021170674303,0.00010443841138051257,-2.5604003441660956,106+446,2612895.0622800747,1268084.7598608446,2612916,1268098
4,46.8,21.4,9518.028338242011,0.00010506377628464814,-3.0857192255893366,106+446,2612899.2424240597,1268087.5032886756,2612916,1268098
5,46.8,21.4,10372.82824812124,9.640572234299966e-05,-3.567747837304335,106+446,2612903.422568045,1268090.2467165068,2612916,1268098
6,46.8,21.4,12828.608542784756,7.79507767085491e-05,-3.9575017208470804,106+446,2612907.60271203,1268092.9901443378,2612916,1268098
7,46.8,21.4,19684.809104296284,5.080059424003996e-05,-4.2115046920472805,106+446,2612911.782856015,1268095.733572169,2612916,1268098
8,46.8,21.4,56663.568291526804,1.764802376820196e-05,-4.29974481088829,106+446,2612915.963,1268098.477,2612916,1268098
9,46.8,21.4,56663.568291526804,1.764802376820196e-05,-4.2115046920472805,106+446,2612920.143143985,1268101.220427831,2612916,1268098
10,46.8,21.4,19684.809104296284,5.080059424003996e-05,-3.9575017208470804,106+446,2612924.32328797,1268103.9638556622,2612916,1268098
11,46.8,21.4,12828.608542784756,7.79507767085491e-05,-3.567747837304335,106+446,2612928.503431955,1268106.7072834931,2612916,1268098
12,46.8,21.4,10372.82824812124,9.640572234299966e-05,-3.0857192255893366,106+446,2612932.6835759403,1268109.4507113243,2612916,1268098
13,46.8,21.4,9518.028338242011,0.00010506377628464814,-2.5604003441660956,106+446,2612936.8637199253,1268112.1941391553,2612916,1268098
14,46.8,21.4,9575.021170674303,0.00010443841138051257,-2.038208287263533,106+446,2612941.0438639103,1268114.9375669865,2612916,1268098
15,46.8,21.4,10381.992320837273,9.632062605102691e-05,-1.5566051570083985,106+446,2612945.224007895,1268117.6809948175,2612916,1268098
16,46.8,21.4,12016.36718230888,8.321982715976355e-05,-1.1405060212095806,106+446,2612949.40415188,1268120.4244226487,2612916,1268098
0,46.8,21.4,,,-1.141361862768842,106+449,2612884.230878417,1268073.9258378048,2612918,1268096
1,46.8,21.4,12015.25850452688,8.322750606016833e-05,-1.5574993930696837,106+449,2612888.4031436145,1268076.6812330792,2612918,1268096
2,46.8,21.4,10382.726256791544,9.631381732190815e-05,-2.0390684796792247,106+449,2612892.5754088126,1268079.4366283535,2612918,1268096
3,46.8,21.4,9577.035670291609,0.00010441644308604222,-2.561150695109436,106+449,2612896.7476740107,1268082.1920236282,2612918,1268096
4,46.8,21.4,9521.139025135772,0.00010502945050586948,-3.086297947638783,106+449,2612900.9199392083,1268084.9474189025,2612918,1268096
5,46.8,21.4,10377.18456042364,9.636525149738454e-05,-3.568124205125706,106+449,2612905.0922044064,1268087.702814177,2612918,1268096
6,46.8,21.4,12834.892554884718,7.79126117124696e-05,-3.9576872636880536,106+449,2612909.2644696045,1268090.4582094513,2612918,1268096
7,46.8,21.4,19695.3685549636,5.077335807194029e-05,-4.211554054047755,106+449,2612913.436734802,1268093.2136047257,2612918,1268096
8,46.8,21.4,56695.28394048167,1.763815136810662e-05,-4.2997448108882885,106+449,2612917.609,1268095.969,2612918,1268096
9,46.8,21.4,56695.28394048167,1.763815136810662e-05,-4.211554054047755,106+449,2612921.7812651983,1268098.7243952744,2612918,1268096
10,46.8,21.4,19695.3685549636,5.077335807194029e-05,-3.9576872636880536,106+449,2612925.953530396,1268101.4797905488,2612918,1268096
11,46.8,21.4,12834.892554884718,7.79126117124696e-05,-3.568124205125706,106+449,2612930.125795594,1268104.2351858232,2612918,1268096
12,46.8,21.4,10377.18456042364,9.636525149738454e-05,-3.086297947638783,106+449,2612934.298060792,1268106.9905810975,2612918,1268096
13,46.8,21.4,9521.139025135772,0.00010502945050586948,-2.561150695109436,106+449,2612938.4703259896,1268109.745976372,2612918,1268096
14,46.8,21.4,9577.035670291609,0.00010441644308604222,-2.0390684796792247,106+449,2612942.6425911877,1268112.5013716465,2612918,1268096
15,46.8,21.4,10382.726256791544,9.631381732190815e-05,-1.5574993930696837,106+449,2612946.814856386,1268115.256766921,2612918,1268096
16,46.8,21.4,12015.25850452688,8.322750606016833e-05,-1.141361862768842,106+449,2612950.9871215834,1268118.0121621953,2612918,1268096
0,46.5,21.4,,,-1.124000865417115,106+452,2612885.949257685,1268071.3241572713,2612919,1268093
1,46.5,21.4,12038.685251283556,8.306554903022992e-05,-1.5393286105682644,106+452,2612890.1133504743,1268074.0918876124,2612919,1268093
2,46.5,21.4,10368.388885140317,9.644699972945381e-05,-2.0215636092155336,106+452,2612894.2774432637,1268076.8596179534,2612919,1268093
3,46.5,21.4,9536.554592945451,0.00010485967340235621,-2.5458619762273145,106+452,2612898.441536053,1268079.6273482945,2612919,1268093
4,46.5,21.4,9458.372324825456,0.00010572643639490624,-3.074494158201846,106+452,2612902.6056288425,1268082.3950786355,2612919,1268093
5,46.5,21.4,10289.179100380234,9.71894832662642e-05,-3.560441574533167,106+452,2612906.769721632,1268085.1628089766,2612919,1268093
6,46.5,21.4,12707.89712580165,7.869122562926927e-05,-3.9538977026795132,106+452,2612910.9338144213,1268087.930539318,2612919,1268093
7,46.5,21.4,19481.94937912694,5.1329565668177185e-05,-4.210545531020399,106+452,2612915.0979072107,1268090.698269659,2612919,1268093
8,46.5,21.4,56054.26419815585,1.7839855973578177e-05,-4.29974481088829,106+452,2612919.262,1268093.466,2612919,1268093
9,46.5,21.4,56054.26419815585,1.7839855973578177e-05,-4.210545531020399,106+452,2612923.4260927895,1268096.233730341,2612919,1268093
10,46.5,21.4,19481.94937912694,5.1329565668177185e-05,-3.9538977026795132,106+452,2612927.590185579,1268099.0014606821,2612919,1268093
11,46.5,21.4,12707.89712580165,7.869122562926927e-05,-3.560441574533167,106+452,2612931.7542783683,1268101.7691910234,2612919,1268093
12,46.5,21.4,10289.179100380234,9.71894832662642e-05,-3.074494158201846,106+452,2612935.9183711577,1268104.5369213645,2612919,1268093
13,46.5,21.4,9458.372324825456,0.00010572643639490624,-2.5458619762273145,106+452,2612940.082463947,1268107.3046517055,2612919,1268093
14,46.5,21.4,9536.554592945451,0.00010485967340235621,-2.0215636092155336,106+452,2612944.2465567365,1268110.0723820466,2612919,1268093
15,46.5,21.4,10368.388885140317,9.644699972945381e-05,-1.5393286105682644,106+452,2612948.410649526,1268112.8401123877,2612919,1268093
16,46.5,21.4,12038.685251283556,8.306554903022992e-05,-1.124000865417115,106+452,2612952.5747423153,1268115.6078427287,2612919,1268093
0,47.3,21.5,,,-1.1731935120826584,106+455,2612887.6779629965,1268068.723629872,2612921,1268091
1,47.3,21.5,11977.334137252103,8.349103302460131e-05,-1.5906486772056652,106+455,2612891.833592622,1268071.5040511382,2612921,1268091
2,47.3,21.5,10411.993459254725,9.604308760981285e-05,-2.070864115254729,106+455,2612895.9892222476,1268074.284472404,2612921,1268091
3,47.3,21.5,9653.354081578544,0.00010359093756938803,-2.5888188031016695,106+455,2612900.1448518727,1268077.0648936701,2612921,1268091
4,47.3,21.5,9638.066175285696,0.00010375525357610004,-3.10759507098217,106+455,2612904.3004814982,1268079.845314936,2612921,1268091
5,47.3,21.5,10540.558565486708,9.487163263570608e-05,-3.5819532341607,106+455,2612908.456111124,1268082.625736202,2612921,1268091
6,47.3,21.5,13070.39266248253,7.650879555213489e-05,-3.9644972119213744,106+455,2612912.6117407493,1268085.406157468,2612921,1268091
7,47.3,21.5,20091.022959465492,4.977347355669959e-05,-4.213364579704873,106+455,2612916.7673703744,1268088.186578734,2612921,1268091
8,47.3,21.5,57883.61447404768,1.7276046236683328e-05,-4.299744810888289,106+455,2612920.923,1268090.967,2612921,1268091
9,47.3,21.5,57883.61447404768,1.7276046236683328e-05,-4.213364579704873,106+455,2612925.0786296255,1268093.7474212658,2612921,1268091
10,47.3,21.5,20091.022959465492,4.977347355669959e-05,-3.9644972119213744,106+455,2612929.2342592506,1268096.527842532,2612921,1268091
11,47.3,21.5,13070.39266248253,7.650879555213489e-05,-3.5819532341607,106+455,2612933.389888876,1268099.3082637978,2612921,1268091
12,47.3,21.5,10540.558565486708,9.487163263570608e-05,-3.10759507098217,106+455,2612937.5455185017,1268102.0886850639,2612921,1268091
13,47.3,21.5,9638.066175285696,0.00010375525357610004,-2.5888188031016695,106+455,2612941.701148127,1268104.8691063297,2612921,1268091
14,47.3,21.5,9653.354081578544,0.00010359093756938803,-2.070864115254729,106+455,2612945.8567777523,1268107.6495275958,2612921,1268091
15,47.3,21.5,10411.993459254725,9.604308760981285e-05,-1.5906486772056652,106+455,2612950.012407378,1268110.4299488617,2612921,1268091
16,47.3,21.5,11977.334137252103,8.349103302460131e-05,-1.1731935120826584,106+455,2612954.1680370034,1268113.2103701278,2612921,1268091
0,46.9,21.5,,,-1.1460389695055837,106+458,2612889.4160447395,1268066.1262407508,2612923,1268088
1,46.9,21.5,12009.283240570787,8.326891621822313e-05,-1.5623835505966994,106+458,2612893.562914147,1268068.9197106569,2612923,1268088
2,46.9,21.5,10386.786548797507,9.627616734992706e-05,-2.0437643873463345,106+458,2612897.7097835545,1268071.713180563,2612923,1268088
3,46.9,21.5,9588.079385739375,0.00010429617442334997,-2.5652452594630843,106+458,2612901.8566529625,1268074.5066504693,2612923,1268088
4,46.9,21.5,9538.169063404604,0.00010484192441468999,-3.0894548815365344,106+458,2612906.00352237,1268077.3001203754,2612923,1268088
5,46.9,21.5,10401.02460874876,9.614437400319734e-05,-3.570176751552521,106+458,2612910.1503917775,1268080.0935902817,2612923,1268088
6,46.9,21.5,12869.277786788412,7.770443816409022e-05,-3.958698942372972,106+458,2612914.297261185,1268082.8870601878,2612923,1268088
7,46.9,21.5,19753.146575252405,5.0624845828504264e-05,-4.211823171515493,106+458,2612918.4441305925,1268085.680530094,2612923,1268088
8,46.9,21.5,56868.82132394631,1.7584327874559276e-05,-4.29974481088829,106+458,2612922.591,1268088.4740000002,2612923,1268088
9,46.9,21.5,56868.82132394631,1.7584327874559276e-05,-4.211823171515493,106+458,2612926.7378694075,1268091.2674699062,2612923,1268088
10,46.9,21.5,19753.146575252405,5.0624845828504264e-05,-3.958698942372972,106+458,2612930.884738815,1268094.0609398126,2612923,1268088
11,46.9,21.5,12869.277786788412,7.770443816409022e-05,-3.570176751552521,106+458,2612935.0316082225,1268096.8544097187,2612923,1268088
12,46.9,21.5,10401.02460874876,9.614437400319734e-05,-3.0894548815365344,106+458,2612939.17847763,1268099.647879625,2612923,1268088
13,46.9,21.5,9538.169063404604,0.00010484192441468999,-2.5652452594630843,106+458,2612943.3253470375,1268102.441349531,2612923,1268088
14,46.9,21.5,9588.079385739375,0.00010429617442334997,-2.0437643873463345,106+458,2612947.4722164455,1268105.2348194374,2612923,1268088
15,46.9,21.5,10386.786548797507,9.627616734992706e-05,-1.5623835505966994,106+458,2612951.619085853,1268108.0282893435,2612923,1268088
16,46.9,21.5,12009.283240570787,8.326891621822313e-05,-1.1460389695055837,106+458,2612955.7659552605,1268110.8217592495,2612923,1268088
0,46.9,21.4,,,-1.1468942619087024,106+461,2612891.1624390837,1268063.534094813,2612924,1268086
1,46.9,21.4,12008.205784356243,8.327638766007454e-05,-1.563276200209075,106+461,2612895.300509198,1268066.3405829612,2612924,1268086
2,46.9,21.4,10387.538058628545,9.626920203380982e-05,-2.044622210378124,106+461,2612899.4385793125,1268069.1470711096,2612924,1268086
3,46.9,21.4,9590.105258410244,0.00010427414225959919,-2.56599292167612,106+461,2612903.5766494274,1268071.953559258,2612924,1268086
4,46.9,21.4,9541.288873712612,0.00010480764320584812,-3.0900311377053606,106+461,2612907.714719542,1268074.7600474064,2612924,1268086
5,46.9,21.4,10405.390263658075,9.610403595265481e-05,-3.5705513174686345,106+461,2612911.8527896563,1268077.5665355548,2612924,1268086
6,46.9,21.4,12875.573737067982,7.766644193268543e-05,-3.9588835271320617,106+461,2612915.9908597707,1268080.3730237032,2612924,1268086
7,46.9,21.4,19763.725424588592,5.059774807212574e-05,-4.211872267492691,106+461,2612920.1289298856,1268083.1795118516,2612924,1268086
8,46.9,21.4,56900.59496161621,1.7574508679119722e-05,-4.299744810888289,106+461,2612924.267,1268085.986,2612924,1268086
9,46.9,21.4,56900.59496161621,1.7574508679119722e-05,-4.211872267492691,106+461,2612928.4050701144,1268088.7924881484,2612924,1268086
