,d,d_rock,diff_settle l/s,diff_settle s/l,settlement [mm],station,x-sect_x,x-sect_y,x_station,y_station
3,37.9,14.2,8761.915495099853,0.00011413029497479807,-2.037452046231727,105+222,2612067.5616685622,1268834.236355548,2612068,1268859
4,37.9,14.2,7955.219083354397,0.00012570364053108391,-2.6659702488871466,105+222,2612067.5883348496,1268839.2362844385,2612068,1268859
5,37.9,14.2,8063.418790152042,0.00012401687497880093,-3.286054623781151,105+222,2612067.6150011374,1268844.2362133288,2612068,1268859
6,37.9,14.2,9444.72603952401,0.00010587919605240317,-3.8154506040431673,105+222,2612067.6416674247,1268849.2361422193,2612068,1268859
7,37.9,14.2,13976.537690535486,7.154847803810322e-05,-4.173192994233683,105+222,2612067.6683337125,1268854.2360711095,2612068,1268859
8,37.9,14.2,39509.50790099168,2.531036333092117e-05,-4.299744810888289,105+222,2612067.695,1268859.236,2612068,1268859
9,37.9,14.2,39509.50790099168,2.531036333092117e-05,-4.173192994233683,105+222,2612067.721666287,1268864.2359288905,2612068,1268859
10,37.9,14.2,13976.537690535486,7.154847803810322e-05,-3.8154506040431673,105+222,2612067.748332575,1268869.2358577808,2612068,1268859
11,37.9,14.2,9444.72603952401,0.00010587919605240317,-3.286054623781151,105+222,2612067.7749988623,1268874.2357866713,2612068,1268859
12,37.9,14.2,8063.418790152042,0.00012401687497880093,-2.6659702488871466,105+222,2612067.80166515,1268879.2357155615,2612068,1268859
13,37.9,14.2,7955.219083354397,0.00012570364053108391,-2.037452046231727,105+222,2612067.8283314374,1268884.235644452,2612068,1268859
14,37.9,14.2,8761.915495099853,0.00011413029497479807,-1.4668005713577368,105+222,2612067.8549977248,1268889.2355733425,2612068,1268859
15,37.9,14.2,10591.693571560658,9.441360753534834e-05,-0.9947325336809951,105+222,2612067.8816640126,1268894.2355022328,2612068,1268859
16,37.9,14.2,13917.29113739373,7.18530632238587e-05,-0.6354672175617017,105+222,2612067.9083303,1268899.2354311233,2612068,1268859
0,38.0,14.2,,,-0.6375571075282305,105+225,2612070.4816697026,1268819.2205688767,2612071,1268859
1,38.0,14.2,13901.278606236348,7.19358289496754e-05,-0.9972362522766075,105+225,2612070.50833599,1268824.2204977672,2612071,1268859
2,38.0,14.2,10587.03336596416,9.445516656392725e-05,-1.4695120850962438,105+225,2612070.535002277,1268829.2204266575,2612071,1268859
3,38.0,14.2,8763.400287347524,0.0001141109577573201,-2.0400668738828442,105+225,2612070.561668564,1268834.220355548,2612071,1268859
4,38.0,14.2,7960.609612707285,0.00012561852027057445,-2.6681594752357163,105+225,2612070.5883348514,1268839.2202844382,2612071,1268859
5,38.0,14.2,8072.162037423777,0.0001238825478680739,-3.287572214576086,105+225,2612070.6150011383,1268844.2202133287,2612071,1268859
6,38.0,14.2,9457.848937731695,0.00010573228718113075,-3.8162336504817396,105+225,2612070.6416674256,1268849.2201422192,2612071,1268859
7,38.0,14.2,13998.801106188406,7.143468875759175e-05,-4.173407094269699,105+225,2612070.6683337125,1268854.2200711095,2612071,1268859
8,38.0,14.2,39576.46325914559,2.5267543323718133e-05,-4.299744810888289,105+225,2612070.695,1268859.22,2612071,1268859
9,38.0,14.2,39576.46325914559,2.5267543323718133e-05,-4.173407094269699,105+225,2612070.721666287,1268864.2199288905,2612071,1268859
10,38.0,14.2,13998.801106188406,7.143468875759175e-05,-3.8162336504817396,105+225,2612070.748332574,1268869.2198577807,2612071,1268859
11,38.0,14.2,9457.848937731695,0.00010573228718113075,-3.287572214576086,105+225,2612070.7749988614,1268874.2197866712,2612071,1268859
12,38.0,14.2,8072.162037423777,0.0001238825478680739,-2.6681594752357163,105+225,2612070.801665148,1268879.2197155617,2612071,1268859
13,38.0,14.2,7960.609612707285,0.00012561852027057445,-2.0400668738828442,105+225,2612070.8283314356,1268884.219644452,2612071,1268859
14,38.0,14.2,8763.400287347524,0.0001141109577573201,-1.4695120850962438,105+225,2612070.8549977224,1268889.2195733425,2612071,1268859
15,38.0,14.2,10587.03336596416,9.445516656392725e-05,-0.9972362522766075,105+225,2612070.8816640098,1268894.2195022327,2612071,1268859
16,38.0,14.2,13901.278606236348,7.19358289496754e-05,-0.6375571075282305,105+225,2612070.908330297,1268899.2194311232,2612071,1268859
0,38.0,14.2,,,-0.6383824688186457,105+228,2612073.4682613923,1268819.2046426353,2612074,1268859
1,38.0,14.2,13894.985382161378,7.19684096453831e-05,-0.9982245170455611,105+228,2612073.496603718,1268824.204562306,2612074,1268859
2,38.0,14.2,10585.20616817973,9.447147123181291e-05,-1.4705818732046256,105+228,2612073.524946044,1268829.2044819766,2612074,1268859
3,38.0,14.2,8763.992460187317,0.00011410324741181104,-2.0410981102636807,105+228,2612073.55328837,1268834.204401647,2612074,1268859
4,38.0,14.2,7962.741062837915,0.00012558489496374516,-2.6690225850824065,105+228,2612073.581630696,1268839.2043213176,2612074,1268859
5,38.0,14.2,8075.6162585611355,0.00012382955900608556,-3.2881703801128346,105+228,2612073.609973022,1268844.2042409882,2612074,1268859
6,38.0,14.2,9463.032402890949,0.00010567437132461902,-3.8165422367359296,105+228,2612073.638315348,1268849.2041606589,2612074,1268859
7,38.0,14.2,14007.59461792841,7.138984438627983e-05,-4.173491458667328,105+228,2612073.6666576737,1268854.2040803295,2612074,1268859
8,38.0,14.2,39602.90884989165,2.5250670444192277e-05,-4.29974481088829,105+228,2612073.695,1268859.2040000001,2612074,1268859
9,38.0,14.2,39602.90884989165,2.5250670444192277e-05,-4.173491458667328,105+228,2612073.723342326,1268864.2039196708,2612074,1268859
10,38.0,14.2,14007.59461792841,7.138984438627983e-05,-3.8165422367359296,105+228,2612073.7516846517,1268869.2038393414,2612074,1268859
11,38.0,14.2,9463.032402890949,0.00010567437132461902,-3.2881703801128346,105+228,2612073.780026978,1268874.203759012,2612074,1268859
12,38.0,14.2,8075.6162585611355,0.00012382955900608556,-2.6690225850824065,105+228,2612073.8083693036,1268879.2036786827,2612074,1268859
13,38.0,14.2,7962.741062837915,0.00012558489496374516,-2.0410981102636807,105+228,2612073.8367116298,1268884.2035983533,2612074,1268859
14,38.0,14.2,8763.992460187317,0.00011410324741181104,-1.4705818732046256,105+228,2612073.8650539555,1268889.2035180237,2612074,1268859
15,38.0,14.2,10585.20616817973,9.447147123181291e-05,-0.9982245170455611,105+228,2612073.8933962816,1268894.2034376943,2612074,1268859
16,38.0,14.2,13894.985382161378,7.19684096453831e-05,-0.6383824688186457,105+228,2612073.9217386073,1268899.203357365,2612074,1268859
0,38.0,14.2,,,-0.640529473248767,105+231,2612076.4806697,1268819.1875688767,2612077,1268859
1,38.0,14.2,13878.695519348532,7.205288123843358e-05,-1.0007938794409348,105+231,2612076.5073359874,1268824.1874977672,2612077,1268859
2,38.0,14.2,10580.488053655496,9.451359851538285e-05,-1.473361872017849,105+231,2612076.534002275,1268829.1874266574,2612077,1268859
3,38.0,14.2,8765.548141148744,0.00011408299673874678,-2.0437768557115827,105+231,2612076.5606685625,1268834.187355548,2612077,1268859
4,38.0,14.2,7968.292377365147,0.00012549740303714448,-2.6712638708973055,105+231,2612076.58733485,1268839.1872844384,2612077,1268859
5,38.0,14.2,8084.605014039683,0.000123691880835663,-3.2897232750756205,105+231,2612076.6140011377,1268844.1872133287,2612077,1268859
6,38.0,14.2,9476.51834793982,0.00010552398711045586,-3.8173432106278997,105+231,2612076.640667425,1268849.1871422192,2612077,1268859
7,38.0,14.2,14030.471844700878,7.127344048501738e-05,-4.173710413052986,105+231,2612076.667333713,1268854.1870711094,2612077,1268859
8,38.0,14.2,39671.709357740794,2.5206879567060518e-05,-4.299744810888289,105+231,2612076.694,1268859.187,2612077,1268859
9,38.0,14.2,39671.709357740794,2.5206879567060518e-05,-4.173710413052986,105+231,2612076.7206662875,1268864.1869288904,2612077,1268859
10,38.0,14.2,14030.471844700878,7.127344048501738e-05,-3.8173432106278997,105+231,2612076.7473325753,1268869.1868577807,2612077,1268859
11,38.0,14.2,9476.51834793982,0.00010552398711045586,-3.2897232750756205,105+231,2612076.7739988626,1268874.1867866712,2612077,1268859
12,38.0,14.2,8084.605014039683,0.000123691880835663,-2.6712638708973055,105+231,2612076.8006651504,1268879.1867155614,2612077,1268859
13,38.0,14.2,7968.292377365147,0.00012549740303714448,-2.0437768557115827,105+231,2612076.8273314377,1268884.186644452,2612077,1268859
14,38.0,14.2,8765.548141148744,0.00011408299673874678,-1.473361872017849,105+231,2612076.853997725,1268889.1865733424,2612077,1268859
15,38.0,14.2,10580.488053655496,9.451359851538285e-05,-1.0007938794409348,105+231,2612076.880664013,1268894.1865022327,2612077,1268859
16,38.0,14.2,13878.695519348532,7.205288123843358e-05,-0.640529473248767,105+231,2612076.9073303,1268899.1864311232,2612077,1268859
0,38.0,14.2,,,-0.6413556517932228,105+234,2612079.480669703,1268819.1715688766,2612080,1268859
1,38.0,14.2,13872.45797622413,7.208527873819406e-05,-1.001782045484193,105+234,2612079.50733599,1268824.171497767,2612080,1268859
2,38.0,14.2,10578.685893879037,9.452969962730558e-05,-1.474430543620721,105+234,2612079.5340022775,1268829.1714266574,2612080,1268859
3,38.0,14.2,8766.15263164742,0.00011407512987964829,-2.0448061930189625,105+234,2612079.5606685644,1268834.1713555478,2612080,1268859
4,38.0,14.2,7970.431164053761,0.00012546372704527568,-2.672124828245341,105+234,2612079.5873348517,1268839.171284438,2612080,1268859
5,38.0,14.2,8088.065218497106,0.00012363896345853357,-3.2903196455380086,105+234,2612079.6140011386,1268844.1712133286,2612080,1268859
6,38.0,14.2,9481.708686189768,0.00010546622271326612,-3.8176507591043394,105+234,2612079.640667426,1268849.171142219,2612080,1268859
7,38.0,14.2,14039.276199619524,7.122874326150096e-05,-4.173794475411844,105+234,2612079.667333713,1268854.1710711094,2612080,1268859
8,38.0,14.2,39698.187234563266,2.5190067095289154e-05,-4.29974481088829,105+234,2612079.694,1268859.1709999999,2612080,1268859
9,38.0,14.2,39698.187234563266,2.5190067095289154e-05,-4.173794475411844,105+234,2612079.7206662875,1268864.1709288904,2612080,1268859
10,38.0,14.2,14039.276199619524,7.122874326150096e-05,-3.8176507591043394,105+234,2612079.7473325743,1268869.1708577806,2612080,1268859
11,38.0,14.2,9481.708686189768,0.00010546622271326612,-3.2903196455380086,105+234,2612079.7739988617,1268874.170786671,2612080,1268859
12,38.0,14.2,8088.065218497106,0.00012363896345853357,-2.672124828245341,105+234,2612079.8006651485,1268879.1707155616,2612080,1268859
13,38.0,14.2,7970.431164053761,0.00012546372704527568,-2.0448061930189625,105+234,2612079.827331436,1268884.1706444519,2612080,1268859
14,38.0,14.2,8766.15263164742,0.00011407512987964829,-1.474430543620721,105+234,2612079.8539977227,1268889.1705733424,2612080,1268859
15,38.0,14.2,10578.685893879037,9.452969962730558e-05,-1.001782045484193,105+234,2612079.88066401,1268894.1705022326,2612080,1268859
16,38.0,14.2,13872.45797622413,7.208527873819406e-05,-0.6413556517932228,105+234,2612079.9073302974,1268899.170431123,2612080,1268859
0,38.1,14.2,,,-0.6434496441939385,105+237,2612082.4806697,1268819.1555688768,2612083,1268859
1,38.1,14.2,13856.724953558125,7.216712486908534e-05,-1.004285268539365,105+237,2612082.5073359874,1268824.1554977673,2612083,1268859
2,38.1,14.2,10574.151374196328,9.45702368551541e-05,-1.4771364528151356,105+237,2612082.534002275,1268829.1554266575,2612083,1268859
3,38.1,14.2,8767.699255931153,0.00011405500699895955,-2.047411487809933,105+237,2612082.5606685625,1268834.155355548,2612083,1268859
4,38.1,14.2,7975.858521254243,0.0001253783523535652,-2.6743032495777594,105+237,2612082.58733485,1268839.1552844385,2612083,1268859
5,38.1,14.2,8096.838500599515,0.00012350499518126203,-3.2918282254840694,105+237,2612082.6140011377,1268844.1552133288,2612083,1268859
6,38.1,14.2,9494.866085626194,0.00010532007413078213,-3.8184285961379802,105+237,2612082.640667425,1268849.1551422193,2612083,1268859
7,38.1,14.2,14061.59404535386,7.111569262877515e-05,-4.1740070592818554,105+237,2612082.667333713,1268854.1550711095,2612083,1268859
8,38.1,14.2,39765.30466084894,2.514755032128682e-05,-4.29974481088829,105+237,2612082.694,1268859.155,2612083,1268859
9,38.1,14.2,39765.30466084894,2.514755032128682e-05,-4.1740070592818554,105+237,2612082.7206662875,1268864.1549288905,2612083,1268859
10,38.1,14.2,14061.59404535386,7.111569262877515e-05,-3.8184285961379802,105+237,2612082.7473325753,1268869.1548577808,2612083,1268859
11,38.1,14.2,9494.866085626194,0.00010532007413078213,-3.2918282254840694,105+237,2612082.7739988626,1268874.1547866713,2612083,1268859
12,38.1,14.2,8096.838500599515,0.00012350499518126203,-2.6743032495777594,105+237,2612082.8006651504,1268879.1547155615,2612083,1268859
13,38.1,14.2,7975.858521254243,0.0001253783523535652,-2.047411487809933,105+237,2612082.8273314377,1268884.154644452,2612083,1268859
14,38.1,14.2,8767.699255931153,0.00011405500699895955,-1.4771364528151356,105+237,2612082.853997725,1268889.1545733425,2612083,1268859
15,38.1,14.2,10574.151374196328,9.45702368551541e-05,-1.004285268539365,105+237,2612082.880664013,1268894.1545022328,2612083,1268859
16,38.1,14.2,13856.724953558125,7.216712486908534e-05,-0.6434496441939385,105+237,2612082.9073303,1268899.1544311233,2612083,1268859
0,38.1,14.2,,,-0.6456002327698831,105+240,2612085.4806697,1268819.1395688767,2612086,1268859
1,38.1,14.2,13840.679914132266,7.225078581428161e-05,-1.0068541618412912,105+240,2612085.5073359874,1268824.1394977672,2612086,1268859
2,38.1,14.2,10569.54348689684,9.461146559827386e-05,-1.4799114898326606,105+240,2612085.534002275,1268829.1394266575,2612086,1268859
3,38.1,14.2,8769.309247004414,0.00011403406720336597,-2.0500818258494906,105+240,2612085.5606685625,1268834.139355548,2612086,1268859
4,38.1,14.2,7981.4422436139785,0.00012529063914483736,-2.676535021573677,105+240,2612085.58733485,1268839.1392844385,2612086,1268859
5,38.1,14.2,8105.853730032087,0.00012336763446581974,-3.293373193902776,105+240,2612085.6140011377,1268844.1392133287,2612086,1268859
6,38.1,14.2,9508.382467544476,0.00010517035925020467,-3.819224990153799,105+240,2612085.640667425,1268849.1391422192,2612086,1268859
7,38.1,14.2,14084.519301813785,7.09999381996105e-05,-4.174224681151852,105+240,2612085.667333713,1268854.1390711095,2612086,1268859
8,38.1,14.2,39834.24818392731,2.5104025947287473e-05,-4.299744810888289,105+240,2612085.694,1268859.139,2612086,1268859
9,38.1,14.2,39834.24818392731,2.5104025947287473e-05,-4.174224681151852,105+240,2612085.7206662875,1268864.1389288905,2612086,1268859
10,38.1,14.2,14084.519301813785,7.09999381996105e-05,-3.819224990153799,105+240,2612085.7473325753,1268869.1388577807,2612086,1268859
11,38.1,14.2,9508.382467544476,0.00010517035925020467,-3.293373193902776,105+240,2612085.7739988626,1268874.1387866712,2612086,1268859
12,38.1,14.2,8105.853730032087,0.00012336763446581974,-2.676535021573677,105+240,2612085.8006651504,1268879.1387155615,2612086,1268859
13,38.1,14.2,7981.4422436139785,0.00012529063914483736,-2.0500818258494906,105+240,2612085.8273314377,1268884.138644452,2612086,1268859
14,38.1,14.2,8769.309247004414,0.00011403406720336597,-1.4799114898326606,105+240,2612085.853997725,1268889.1385733425,2612086,1268859
15,38.1,14.2,10569.54348689684,9.461146559827386e-05,-1.0068541618412912,105+240,2612085.880664013,1268894.1385022327,2612086,1268859
16,38.1,14.2,13840.679914132266,7.225078581428161e-05,-0.6456002327698831,105+240,2612085.9073303,1268899.1384311232,2612086,1268859
0,38.1,14.2,,,-0.6464277817211095,105+243,2612088.480669703,1268819.1235688766,2612089,1268859
1,38.1,14.2,13834.536124832508,7.228287171877306e-05,-1.0078421403149749,105+243,2612088.50733599,1268824.1234977671,2612089,1268859
2,38.1,14.2,10567.783569089934,9.462722182586458e-05,-1.4809782494442976,105+243,2612088.5340022775,1268829.1234266574,2612089,1268859
3,38.1,14.2,8769.93456926453,0.00011402593623727146,-2.0511079306306548,105+243,2612088.5606685644,1268834.123355548,2612089,1268859
4,38.1,14.2,7983.593474532433,0.00012525687877144395,-2.6773923244878746,105+243,2612088.5873348517,1268839.1232844382,2612089,1268859
5,38.1,14.2,8109.324110047111,0.00012331483936633413,-3.2939665213195455,105+243,2612088.6140011386,1268844.1232133287,2612089,1268859
6,38.1,14.2,9513.584510398272,0.00010511285193367525,-3.8195307809879218,105+243,2612088.640667426,1268849.1231422191,2612089,1268859
7,38.1,14.2,14093.342129334098,7.095549024660266e-05,-4.174308232220935,105+243,2612088.667333713,1268854.1230711094,2612089,1268859
8,38.1,14.2,39860.78106657781,2.508731573347099e-05,-4.29974481088829,105+243,2612088.694,1268859.123,2612089,1268859
9,38.1,14.2,39860.78106657781,2.508731573347099e-05,-4.174308232220935,105+243,2612088.7206662875,1268864.1229288904,2612089,1268859
10,38.1,14.2,14093.342129334098,7.095549024660266e-05,-3.8195307809879218,105+243,2612088.7473325743,1268869.1228577807,2612089,1268859
11,38.1,14.2,9513.584510398272,0.00010511285193367525,-3.2939665213195455,105+243,2612088.7739988617,1268874.1227866712,2612089,1268859
12,38.1,14.2,8109.324110047111,0.00012331483936633413,-2.6773923244878746,105+243,2612088.8006651485,1268879.1227155617,2612089,1268859
13,38.1,14.2,7983.593474532433,0.00012525687877144395,-2.0511079306306548,105+243,2612088.827331436,1268884.122644452,2612089,1268859
14,38.1,14.2,8769.93456926453,0.00011402593623727146,-1.4809782494442976,105+243,2612088.8539977227,1268889.1225733424,2612089,1268859
15,38.1,14.2,10567.783569089934,9.462722182586458e-05,-1.0078421403149749,105+243,2612088.88066401,1268894.1225022327,2612089,1268859
16,38.1,14.2,13834.536124832508,7.228287171877306e-05,-0.6464277817211095,105+243,2612088.9073302974,1268899.1224311232,2612089,1268859
0,38.2,14.2,,,-0.648525225687856,105+246,2612091.4673369727,1268819.1076422068,2612092,1268859
1,38.2,14.2,13819.03960139996,7.236392895919434e-05,-1.0103448704838276,105+246,2612091.495669851,1268824.107561931,2612092,1268859
2,38.2,14.2,10563.355683876165,9.466688710732265e-05,-1.483679306020441,105+246,2612091.5240027294,1268829.1074816552,2612092,1268859
3,38.2,14.2,8771.533826984976,0.00011400514661684069,-2.0537050391046443,105+246,2612091.552335608,1268834.1074013794,2612092,1268859
4,38.2,14.2,7989.0523068225675,0.00012517129211258392,-2.679561499667564,105+246,2612091.5806684867,1268839.1073211036,2612092,1268859
5,38.2,14.2,8118.123153559241,0.00012318118130070108,-3.295467406171069,105+246,2612091.609001365,1268844.1072408275,2612092,1268859
6,38.2,14.2,9526.771556830385,0.00010496735373937172,-3.820304174867928,105+246,2612091.6373342434,1268849.1071605517,2612092,1268859
7,38.2,14.2,14115.706771446288,7.084306979391444e-05,-4.1745195238375,105+246,2612091.6656671218,1268854.107080276,2612092,1268859
8,38.2,14.2,39928.03784088799,2.504505741015798e-05,-4.29974481088829,105+246,2612091.694,1268859.107,2612092,1268859
9,38.2,14.2,39928.03784088799,2.504505741015798e-05,-4.1745195238375,105+246,2612091.7223328785,1268864.1069197243,2612092,1268859
10,38.2,14.2,14115.706771446288,7.084306979391444e-05,-3.820304174867928,105+246,2612091.750665757,1268869.1068394484,2612092,1268859
11,38.2,14.2,9526.771556830385,0.00010496735373937172,-3.295467406171069,105+246,2612091.7789986352,1268874.1067591726,2612092,1268859
12,38.2,14.2,8118.123153559241,0.00012318118130070108,-2.679561499667564,105+246,2612091.8073315136,1268879.1066788966,2612092,1268859
13,38.2,14.2,7989.0523068225675,0.00012517129211258392,-2.0537050391046443,105+246,2612091.8356643924,1268884.1065986208,2612092,1268859
14,38.2,14.2,8771.533826984976,0.00011400514661684069,-1.483679306020441,105+246,2612091.863997271,1268889.106518345,2612092,1268859
15,38.2,14.2,10563.355683876165,9.466688710732265e-05,-1.0103448704838276,105+246,2612091.892330149,1268894.1064380691,2612092,1268859
16,38.2,14.2,13819.03960139996,7.236392895919434e-05,-0.648525225687856,105+246,2612091.9206630276,1268899.1063577933,2612092,1268859
0,38.2,14.2,,,-0.6493535516011956,105+249,2612094.4806697,1268819.0905688768,2612095,1268859
1,38.2,14.2,13812.94919615833,7.239583566108539e-05,-1.0113327299066226,105+249,2612094.5073359874,1268824.0904977673,2612095,1268859
2,38.2,14.2,10561.619866412619,9.468244574680588e-05,-1.484744958640652,105+249,2612094.534002275,1268829.0904266576,2612095,1268859
3,38.2,14.2,8772.171063090342,0.00011399686495029552,-2.05472928339213,105+249,2612094.5606685625,1268834.090355548,2612095,1268859
4,38.2,14.2,7991.210675494818,0.00012513748424459849,-2.680416704615122,105+249,2612094.58733485,1268839.0902844386,2612095,1268859
5,38.2,14.2,8121.599385234747,0.00012312845691675247,-3.2960589891988845,105+249,2612094.6140011377,1268844.0902133288,2612095,1268859
6,38.2,14.2,9531.980339656475,0.00010490999397466646,-3.8206089590722168,105+249,2612094.640667425,1268849.0901422193,2612095,1268859
7,38.2,14.2,14124.540240245324,7.079876463169263e-05,-4.1746027822306795,105+249,2612094.667333713,1268854.0900711096,2612095,1268859
8,38.2,14.2,39954.602411633045,2.502840573152202e-05,-4.29974481088829,105+249,2612094.694,1268859.09,2612095,1268859
9,38.2,14.2,39954.602411633045,2.502840573152202e-05,-4.1746027822306795,105+249,2612094.7206662875,1268864.0899288906,2612095,1268859
10,38.2,14.2,14124.540240245324,7.079876463169263e-05,-3.8206089590722168,105+249,2612094.7473325753,1268869.0898577808,2612095,1268859
11,38.2,14.2,9531.980339656475,0.00010490999397466646,-3.2960589891988845,105+249,2612094.7739988626,1268874.0897866713,2612095,1268859
12,38.2,14.2,8121.599385234747,0.00012312845691675247,-2.680416704615122,105+249,2612094.8006651504,1268879.0897155616,2612095,1268859
13,38.2,14.2,7991.210675494818,0.00012513748424459849,-2.05472928339213,105+249,2612094.8273314377,1268884.089644452,2612095,1268859
14,38.2,14.2,8772.171063090342,0.00011399686495029552,-1.484744958640652,105+249,2612094.853997725,1268889.0895733426,2612095,1268859
15,38.2,14.2,10561.619866412619,9.468244574680588e-05,-1.0113327299066226,105+249,2612094.880664013,1268894.0895022328,2612095,1268859
16,38.2,14.2,13812.94919615833,7.239583566108539e-05,-0.6493535516011956,105+249,2612094.9073303,1268899.0894311233,2612095,1268859
0,38.2,14.2,,,-0.6514529523237935,105+252,2612097.4806697,1268819.0745688768,2612098,1268859
1,38.2,14.2,13797.587339017191,7.247643920848198e-05,-1.0138351483662036,105+252,2612097.5073359874,1268824.0744977673,2612098,1268859
2,38.2,14.2,10557.252820294403,9.472161148567754e-05,-1.4874432057945912,105+252,2612097.534002275,1268829.0744266575,2612098,1268859
3,38.2,14.2,8773.800422675247,0.0001139756948899331,-2.057321680244257,105+252,2612097.5606685625,1268834.074355548,2612098,1268859
4,38.2,14.2,7996.687561437844,0.0001250517782915849,-2.6825805717021813,105+252,2612097.58733485,1268839.0742844385,2612098,1268859
5,38.2,14.2,8130.413243445026,0.00012299497824495316,-3.297555462926947,105+252,2612097.6140011377,1268844.0742133288,2612098,1268859
6,38.2,14.2,9545.184458020423,0.00010476486907068007,-3.8213798082803474,105+252,2612097.640667425,1268849.0741422193,2612098,1268859
7,38.2,14.2,14146.93183976116,7.068670516877833e-05,-4.174813334124239,105+252,2612097.667333713,1268854.0740711095,2612098,1268859
8,38.2,14.2,40021.93946240736,2.4986295352810196e-05,-4.29974481088829,105+252,2612097.694,1268859.074,2612098,1268859
9,38.2,14.2,40021.93946240736,2.4986295352810196e-05,-4.174813334124239,105+252,2612097.7206662875,1268864.0739288905,2612098,1268859
10,38.2,14.2,14146.93183976116,7.068670516877833e-05,-3.8213798082803474,105+252,2612097.7473325753,1268869.0738577808,2612098,1268859
11,38.2,14.2,9545.184458020423,0.00010476486907068007,-3.297555462926947,105+252,2612097.7739988626,1268874.0737866713,2612098,1268859
12,38.2,14.2,8130.413243445026,0.00012299497824495316,-2.6825805717021813,105+252,2612097.8006651504,1268879.0737155615,2612098,1268859
13,38.2,14.2,7996.687561437844,0.0001250517782915849,-2.057321680244257,105+252,2612097.8273314377,1268884.073644452,2612098,1268859
14,38.2,14.2,8773.800422675247,0.0001139756948899331,-1.4874432057945912,105+252,2612097.853997725,1268889.0735733425,2612098,1268859
15,38.2,14.2,10557.252820294403,9.472161148567754e-05,-1.0138351483662036,105+252,2612097.880664013,1268894.0735022328,2612098,1268859
16,38.2,14.2,13797.587339017191,7.247643920848198e-05,-0.6514529523237935,105+252,2612097.9073303,1268899.0734311233,2612098,1268859
0,38.2,14.2,,,-0.652724317659213,105+255,2612100.480669703,1268819.0585688767,2612101,1268859
1,38.2,14.2,13788.335975375312,7.252506769387598e-05,-1.0153496561285928,105+255,2612100.50733599,1268824.0584977672,2612101,1268859
2,38.2,14.2,10554.630685263406,9.474514360755613e-05,-1.4890753741663736,105+255,2612100.5340022775,1268829.0584266575,2612101,1268859
3,38.2,14.2,8774.797056525538,0.00011396274962921583,-2.058889122312453,105+255,2612100.5606685644,1268834.058355548,2612101,1268859
4,38.2,14.2,8000.008791832097,0.00012499986262777446,-2.683888435451325,105+255,2612100.5873348517,1268839.0582844382,2612101,1268859
5,38.2,14.2,8135.753102191569,0.0001229142511380569,-3.2984596911416095,105+255,2612100.6140011386,1268844.0582133287,2612101,1268859
6,38.2,14.2,9553.182369340908,0.00010467716006441023,-3.8218454914636606,105+255,2612100.640667426,1268849.0581422192,2612101,1268859
7,38.2,14.2,14160.494039310006,7.061900504487813e-05,-4.174940516688051,105+255,2612100.667333713,1268854.0580711095,2612101,1268859
8,38.2,14.2,40062.72405962158,2.4960858840047777e-05,-4.29974481088829,105+255,2612100.694,1268859.058,2612101,1268859
9,38.2,14.2,40062.72405962158,2.4960858840047777e-05,-4.174940516688051,105+255,2612100.7206662875,1268864.0579288905,2612101,1268859
10,38.2,14.2,14160.494039310006,7.061900504487813e-05,-3.8218454914636606,105+255,2612100.7473325743,1268869.0578577807,2612101,1268859
11,38.2,14.2,9553.182369340908,0.00010467716006441023,-3.2984596911416095,105+255,2612100.7739988617,1268874.0577866712,2612101,1268859
12,38.2,14.2,8135.753102191569,0.0001229142511380569,-2.683888435451325,105+255,2612100.8006651485,1268879.0577155617,2612101,1268859
13,38.2,14.2,8000.008791832097,0.00012499986262777446,-2.058889122312453,105+255,2612100.827331436,1268884.057644452,2612101,1268859
14,38.2,14.2,8774.797056525538,0.00011396274962921583,-1.4890753741663736,105+255,2612100.8539977227,1268889.0575733425,2612101,1268859
15,38.2,14.2,10554.630685263406,9.474514360755613e-05,-1.0153496561285928,105+255,2612100.88066401,1268894.0575022327,2612101,1268859
16,38.2,14.2,13788.335975375312,7.252506769387598e-05,-0.652724317659213,105+255,2612100.9073302974,1268899.0574311232,2612101,1268859
0,38.2,14.2,,,-0.6535537418146666,105+258,2612103.480669697,1268819.0425688769,2612104,1268859
1,38.2,14.2,13782.321334110577,7.255671782409024e-05,-1.0163373309351178,105+258,2612103.5073359846,1268824.0424977674,2612104,1268859
2,38.2,14.2,10552.929131478155,9.476042030995136e-05,-1.4901394324848747,105+258,2612103.534002273,1268829.0424266576,2612104,1268859
3,38.2,14.2,8775.451266938335,0.00011395425369946699,-2.0599107009822095,105+258,2612103.5606685607,1268834.0423555481,2612104,1268859
4,38.2,14.2,8002.1773564060895,0.0001249659880631684,-2.6847406412980517,105+258,2612103.5873348485,1268839.0422844386,2612104,1268859
5,38.2,14.2,8139.2377118613995,0.0001228616284965715,-3.2990487837809095,105+258,2612103.6140011363,1268844.0422133289,2612104,1268859
6,38.2,14.2,9558.400813370545,0.00010462001118442047,-3.8221488397030114,105+258,2612103.6406674245,1268849.0421422194,2612104,1268859
7,38.2,14.2,14169.34276661046,7.057490361207604e-05,-4.175023357763392,105+258,2612103.6673337123,1268854.0420711096,2612104,1268859
8,38.2,14.2,40089.3340698408,2.4944290624979473e-05,-4.299744810888289,105+258,2612103.694,1268859.0420000001,2612104,1268859
